temp,hum,percp,wspeed,pm10
13.0,62.0,0.0,2.7,52.0
11.8,78.0,0.0,2.2,46.0
11.7,67.0,0.0,2.7,54.0
10.4,75.0,0.0,0.4,49.0
9.8,78.0,0.0,1.1,66.0
9.1,81.0,0.0,1.3,67.0
8.0,85.0,0.0,2.5,55.0
6.9,89.0,0.0,4.8,56.0
6.2,91.0,0.0,4.8,57.0
6.0,93.0,0.0,4.0,53.0
5.3,95.0,0.0,4.7,46.0
5.1,95.0,0.0,4.5,43.0
4.8,95.0,0.0,3.3,41.0
4.4,96.0,0.0,2.2,41.0
4.5,95.0,0.0,1.8,41.0
6.3,93.0,0.0,2.6,42.0
11.1,77.0,0.0,1.8,47.0
13.5,65.0,0.0,2.4,59.0
15.0,57.0,0.0,4.3,47.0
15.9,52.0,0.0,5.6,32.0
15.6,52.0,0.0,4.9,30.0
15.8,52.0,0.0,2.7,17.0
15.9,52.0,0.0,2.4,12.0
15.8,52.0,0.0,6.0,9.0
15.2,58.0,0.0,7.5,11.0
13.5,73.0,0.0,5.6,16.0
12.9,65.0,0.0,6.5,22.0
12.6,63.0,0.0,5.2,35.0
11.3,68.0,0.0,5.3,25.0
10.1,73.0,0.0,4.1,35.0
9.0,79.0,0.0,3.3,45.0
8.4,82.0,0.0,3.6,51.0
8.0,84.0,0.0,3.9,43.0
7.2,86.0,0.0,3.5,44.0
6.7,87.0,0.0,3.7,35.0
6.0,89.0,0.0,3.5,32.0
5.4,90.0,0.0,2.7,35.0
4.9,91.0,0.0,2.4,36.0
5.1,91.0,0.0,2.7,34.0
7.7,90.0,0.0,2.4,38.0
12.1,72.0,0.0,1.6,43.0
14.4,63.0,0.0,2.3,48.0
16.2,57.0,0.0,3.3,49.0
17.5,52.0,0.0,5.8,38.0
18.4,50.0,0.0,7.9,41.0
18.8,48.0,0.0,9.5,37.0
18.6,47.0,0.0,10.5,21.0
18.2,48.0,0.0,11.4,21.0
17.2,52.0,0.0,10.1,20.0
15.2,60.0,0.0,8.7,17.0
12.8,71.0,0.0,7.8,18.0
10.9,78.0,0.0,6.8,19.0
9.6,81.0,0.0,6.6,34.0
8.5,85.0,0.0,7.1,30.0
7.6,88.0,0.0,7.0,25.0
6.9,90.0,0.0,7.4,22.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,30.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,34.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,36.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,35.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,32.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,33.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,35.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,38.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,49.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,42.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,45.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,37.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,22.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,18.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,18.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,20.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,18.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,15.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,15.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,16.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,17.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,16.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,11.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,14.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,12.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,13.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,17.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,25.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,25.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,25.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,29.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,31.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,17.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,13.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,15.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,15.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,13.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,14.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,15.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,19.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,19.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,24.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,22.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,23.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,21.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,17.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,15.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,13.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,11.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,11.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,10.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,11.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,12.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,13.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,15.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,15.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,7.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,7.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,5.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,2.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,3.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,3.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,2.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,2.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,3.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,3.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,6.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,13.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,17.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,22.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,23.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,23.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,22.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,22.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,22.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,22.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,19.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,18.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,19.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,18.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,19.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,21.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,20.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,17.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,12.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,11.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,12.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,12.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,10.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,13.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,11.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,13.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,9.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,6.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,4.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,2.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,2.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,2.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,2.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,2.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,2.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,2.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,2.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,4.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,5.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,11.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,13.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,13.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,14.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,11.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,4.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,3.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,3.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,2.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,3.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,3.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,3.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,3.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,4.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,2.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,3.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,5.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,5.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,5.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,7.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,8.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,14.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,27.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,22.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,4.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,3.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,4.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,4.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,4.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,4.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,4.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,3.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,3.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,4.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,5.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,15.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,20.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,23.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,22.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,22.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,16.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,15.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,15.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,16.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,21.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,22.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,29.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,44.0
3.35216049382716,78.21141975308642,0.0438271604938271,8.361728395061728,33.0
